2018-19,,,,,2017-18,,,,,2016-17,,,,,,
Yield Temperature Data,,,,,Yield Temperature Data,,,,,Yield Temperature Data,,,,,,
Upper,,Lower,,,Upper,,Lower,,,Upper,,Lower,,,,
2019/1/22 23:10,22.1367,2019/1/21 21:00,21.7815,,2018/1/11 10:50,21.0483,2018/1/22 18:00,22.0639,,2017/1/21 17:40,17.2229,2017/2/9 17:20,18.7401,,,
2019/1/22 23:20,22.0332,2019/1/21 21:10,21.7852,,2018/1/11 11:00,23.3111,2018/1/22 18:10,21.8694,,2017/1/21 17:50,17.126,2017/2/9 17:30,18.7862,,,
2019/1/22 23:30,21.9456,2019/1/21 21:20,21.7851,,2018/1/11 11:00,20.5092,2018/1/22 18:20,21.7985,,2017/1/21 18:00,17.0383,2017/2/9 17:40,18.8286,,,
2019/1/22 23:40,21.9621,2019/1/21 21:30,21.7658,,2018/1/11 11:10,23.4404,2018/1/22 18:30,21.7234,,2017/1/21 18:10,16.9068,2017/2/9 17:50,18.8435,,,
2019/1/22 23:50,21.9747,2019/1/21 21:40,21.7611,,2018/1/11 11:10,21.0111,2018/1/22 18:40,21.5478,,2017/1/21 18:20,16.8562,2017/2/9 18:00,18.8072,,,
2019/1/23 0:00,21.9936,2019/1/21 21:50,21.7597,,2018/1/11 11:20,23.5132,2018/1/22 18:50,21.3672,,2017/1/21 18:30,16.839,2017/2/9 18:10,18.7448,,,
2019/1/23 0:10,21.9957,2019/1/21 22:00,21.7814,,2018/1/11 11:20,20.9599,2018/1/22 19:00,21.1736,,2017/1/21 18:40,16.8518,2017/2/9 18:20,18.7437,,,
2019/1/23 0:20,21.9873,2019/1/21 22:10,21.8092,,2018/1/11 11:30,23.5014,2018/1/22 19:10,20.9747,,2017/1/21 18:50,16.8712,2017/2/9 18:30,18.7795,,,
2019/1/23 0:30,22.0145,2019/1/21 22:20,21.8387,,2018/1/11 11:30,20.8956,2018/1/22 19:20,20.744,,2017/1/21 19:00,16.8879,2017/2/9 18:40,18.8403,,,
2019/1/23 0:40,22.0403,2019/1/21 22:30,21.8657,,2018/1/11 11:40,23.4587,2018/1/22 19:30,20.6537,,2017/1/21 19:10,16.9216,2017/2/9 18:50,18.8636,,,
2019/1/23 0:50,22.0642,2019/1/21 22:40,21.8929,,2018/1/11 11:40,20.9081,2018/1/22 19:40,20.6299,,2017/1/21 19:20,16.9497,2017/2/9 19:00,18.9148,,,
2019/1/23 1:00,22.1088,2019/1/21 22:50,21.9285,,2018/1/11 11:50,23.3961,2018/1/22 19:50,20.6081,,2017/1/21 19:30,16.9679,2017/2/9 19:10,18.9391,,,
2019/1/23 1:10,22.135,2019/1/21 23:00,21.9726,,2018/1/11 11:50,20.8334,2018/1/22 20:00,20.5969,,2017/1/21 19:40,17.0444,2017/2/9 19:20,18.9706,,,
2019/1/23 1:20,22.1379,2019/1/21 23:10,21.9984,,2018/1/11 12:00,23.3232,2018/1/22 20:10,20.6436,,2017/1/21 19:50,17.3221,2017/2/9 19:30,18.9931,,,
2019/1/23 1:30,22.127,2019/1/21 23:20,22.0537,,2018/1/11 12:00,20.4428,2018/1/22 20:20,20.6585,,2017/1/21 20:00,17.5823,2017/2/9 19:40,19.0051,,,
2019/1/23 1:40,22.1315,2019/1/21 23:30,22.1189,,2018/1/11 12:10,23.2526,2018/1/22 20:30,20.4984,,2017/1/21 20:10,17.5703,2017/2/9 19:50,19.0176,,,
2019/1/23 1:50,22.0912,2019/1/21 23:40,22.1261,,2018/1/11 12:10,20.7424,2018/1/22 20:40,19.975,,2017/1/21 20:20,17.5648,2017/2/9 20:00,19.0222,,,
2019/1/23 2:00,22.0824,2019/1/21 23:50,22.1873,,2018/1/11 12:20,23.1707,2018/1/22 20:50,19.45,,2017/1/21 20:30,17.6131,2017/2/9 20:10,19.0137,,,
2019/1/23 2:10,22.1703,2019/1/22 0:00,22.2156,,2018/1/11 12:20,20.6881,2018/1/22 21:00,19.127,,2017/1/21 20:40,17.6356,2017/2/9 20:20,19.0157,,,
2019/1/23 2:20,22.2267,2019/1/22 0:10,22.2571,,2018/1/11 12:30,23.0724,2018/1/22 21:10,18.8012,,2017/1/21 20:50,17.6402,2017/2/9 20:30,18.9923,,,
2019/1/23 2:30,22.335,2019/1/22 0:20,22.3147,,2018/1/11 12:30,20.6772,2018/1/22 21:20,18.6317,,2017/1/21 21:00,17.6425,2017/2/9 20:40,18.9837,,,
2019/1/23 2:40,22.3918,2019/1/22 0:30,22.4043,,2018/1/11 12:40,23.012,2018/1/22 21:30,18.5445,,2017/1/21 21:10,17.6208,2017/2/9 20:50,19.0346,,,
2019/1/23 2:50,22.448,2019/1/22 0:40,22.5248,,2018/1/11 12:40,20.7609,2018/1/22 21:40,19.0157,,2017/1/21 21:20,17.5955,2017/2/9 21:00,19.0224,,,
2019/1/23 3:00,22.492,2019/1/22 0:50,22.645,,2018/1/11 12:50,22.9326,2018/1/22 21:50,19.327,,2017/1/21 21:30,17.5835,2017/2/9 21:10,18.9985,,,
2019/1/23 3:10,22.5296,2019/1/22 1:00,22.7866,,2018/1/11 12:50,20.7417,2018/1/22 22:00,19.3934,,2017/1/21 21:40,17.5899,2017/2/9 21:20,18.9785,,,
2019/1/23 3:20,22.5551,2019/1/22 1:10,22.8798,,2018/1/11 13:00,22.8291,2018/1/22 22:10,19.468,,2017/1/21 21:50,17.5944,2017/2/9 21:30,18.9839,,,
2019/1/23 3:30,22.5806,2019/1/22 1:20,22.9461,,2018/1/11 13:00,20.5601,2018/1/22 22:20,19.6264,,2017/1/21 22:00,17.6067,2017/2/9 21:40,18.9954,,,
2019/1/23 3:40,22.6172,2019/1/22 1:30,23.0186,,2018/1/11 13:10,22.7558,2018/1/22 22:30,19.8172,,2017/1/21 22:10,17.6472,2017/2/9 21:50,19.0121,,,
2019/1/23 3:50,22.6635,2019/1/22 1:40,23.1061,,2018/1/11 13:10,20.4243,2018/1/22 22:40,19.926,,2017/1/21 22:20,17.7323,2017/2/9 22:00,19.0318,,,
2019/1/23 4:00,22.7107,2019/1/22 1:50,23.1997,,2018/1/11 13:20,22.7151,2018/1/22 22:50,20.0026,,2017/1/21 22:30,17.8815,2017/2/9 22:10,19.0462,,,
2019/1/23 4:10,22.7552,2019/1/22 2:00,23.293,,2018/1/11 13:20,20.3532,2018/1/22 23:00,20.0654,,2017/1/21 22:40,17.9497,2017/2/9 22:20,19.0844,,,
2019/1/23 4:20,22.7901,2019/1/22 2:10,23.3729,,2018/1/11 13:30,22.6526,2018/1/22 23:10,19.2256,,2017/1/21 22:50,18.0128,2017/2/9 22:30,19.0839,,,
2019/1/23 4:30,22.82,2019/1/22 2:20,23.475,,2018/1/11 13:30,20.256,2018/1/22 23:20,18.8853,,2017/1/21 23:00,18.0663,2017/2/9 22:40,19.1111,,,
2019/1/23 4:40,22.861,2019/1/22 2:30,23.5811,,2018/1/11 13:40,22.5941,2018/1/22 23:30,19.2921,,2017/1/21 23:10,18.1351,2017/2/9 22:50,19.1229,,,
2019/1/23 4:50,22.9074,2019/1/22 2:40,23.6656,,2018/1/11 13:40,20.1855,2018/1/22 23:40,19.533,,2017/1/21 23:20,18.2364,2017/2/9 23:00,19.1428,,,
2019/1/23 5:00,22.9442,2019/1/22 2:50,23.6787,,2018/1/11 13:50,22.5477,2018/1/22 23:50,20.0167,,2017/1/21 23:30,18.3332,2017/2/9 23:10,19.2162,,,
2019/1/23 5:10,22.9989,2019/1/22 3:00,23.6669,,2018/1/11 13:50,20.4217,2018/1/23 0:00,20.3039,,2017/1/21 23:40,18.4258,2017/2/9 23:20,19.2581,,,
2019/1/23 5:20,23.062,2019/1/22 3:10,23.7063,,2018/1/11 14:00,22.5227,2018/1/23 0:10,20.5033,,2017/1/21 23:50,18.5171,2017/2/9 23:30,19.3019,,,
2019/1/23 5:30,23.1013,2019/1/22 3:20,23.764,,2018/1/11 14:00,20.5258,2018/1/23 0:20,20.7932,,2017/1/22 0:00,18.6138,2017/2/9 23:40,19.349,,,
2019/1/23 5:40,23.1444,2019/1/22 3:30,23.8579,,2018/1/11 14:10,22.4671,2018/1/23 0:30,21.0201,,2017/1/22 0:10,18.6965,2017/2/9 23:50,19.3938,,,
2019/1/23 5:50,23.1457,2019/1/22 3:40,23.9668,,2018/1/11 14:10,20.5138,2018/1/23 0:40,21.2259,,2017/1/22 0:20,18.6786,2017/2/10 0:00,19.4508,,,
2019/1/23 6:00,23.1266,2019/1/22 3:50,24.0209,,2018/1/11 14:20,22.4697,2018/1/23 0:50,21.4027,,2017/1/22 0:30,18.7581,2017/2/10 0:10,19.5205,,,
2019/1/23 6:10,23.0817,2019/1/22 4:00,24.1136,,2018/1/11 14:20,20.3048,2018/1/23 1:00,21.511,,2017/1/22 0:40,18.8723,2017/2/10 0:20,19.595,,,
2019/1/23 6:20,23.0696,2019/1/22 4:10,24.1972,,2018/1/11 14:30,22.8025,2018/1/23 1:10,21.5515,,2017/1/22 0:50,19.0145,2017/2/10 0:30,19.6801,,,
2019/1/23 6:30,23.0952,2019/1/22 4:20,24.2667,,2018/1/11 14:30,20.2523,2018/1/23 1:20,21.6069,,2017/1/22 1:00,19.1945,2017/2/10 0:40,19.7692,,,
2019/1/23 6:40,23.1909,2019/1/22 4:30,24.3305,,2018/1/11 14:40,22.878,2018/1/23 1:30,21.6914,,2017/1/22 1:10,19.3603,2017/2/10 0:50,19.8553,,,
2019/1/23 6:50,23.2626,2019/1/22 4:40,24.4143,,2018/1/11 14:40,20.4332,2018/1/23 1:40,21.7867,,2017/1/22 1:20,19.4882,2017/2/10 1:00,19.924,,,
2019/1/23 7:00,23.2844,2019/1/22 4:50,24.5658,,2018/1/11 14:50,23.0712,2018/1/23 1:50,21.8754,,2017/1/22 1:30,19.6347,2017/2/10 1:10,20.07,,,
2019/1/23 7:10,23.2894,2019/1/22 5:00,24.6854,,2018/1/11 14:50,20.4224,2018/1/23 2:00,22.0049,,2017/1/22 1:40,19.7987,2017/2/10 1:20,20.1926,,,
2019/1/23 7:20,23.2911,2019/1/22 5:10,24.7748,,2018/1/11 15:00,23.1363,2018/1/23 2:10,22.0742,,2017/1/22 1:50,19.9571,2017/2/10 1:30,20.2455,,,
2019/1/23 7:30,23.2661,2019/1/22 5:20,24.8264,,2018/1/11 15:00,19.712,2018/1/23 2:20,22.1619,,2017/1/22 2:00,20.1393,2017/2/10 1:40,20.2434,,,
2019/1/23 7:40,23.2094,2019/1/22 5:30,24.8546,,2018/1/11 15:10,23.1485,2018/1/23 2:30,22.2329,,2017/1/22 2:10,20.187,2017/2/10 1:50,20.238,,,
2019/1/23 7:50,23.1253,2019/1/22 5:40,25.0223,,2018/1/11 15:10,20.6335,2018/1/23 2:40,22.2943,,2017/1/22 2:20,20.3964,2017/2/10 2:00,20.2136,,,
2019/1/23 8:00,22.9734,2019/1/22 5:50,25.2478,,2018/1/11 15:20,23.2339,2018/1/23 2:50,22.3479,,2017/1/22 2:30,20.4584,2017/2/10 2:10,20.24,,,
2019/1/23 8:10,22.8266,2019/1/22 6:00,25.4721,,2018/1/11 15:20,20.6975,2018/1/23 3:00,22.4082,,2017/1/22 2:40,20.3194,2017/2/10 2:20,20.3334,,,
2019/1/23 8:20,22.6782,2019/1/22 6:10,25.5701,,2018/1/11 15:30,23.0974,2018/1/23 3:10,22.4936,,2017/1/22 2:50,20.1651,2017/2/10 2:30,20.4831,,,
2019/1/23 8:30,22.5264,2019/1/22 6:20,25.7325,,2018/1/11 15:30,20.6726,2018/1/23 3:20,22.5542,,2017/1/22 3:00,19.7888,2017/2/10 2:40,20.6003,,,
2019/1/23 8:40,22.3403,2019/1/22 6:30,25.911,,2018/1/11 15:40,23.1043,2018/1/23 3:30,22.6048,,2017/1/22 3:10,19.5789,2017/2/10 2:50,20.7307,,,
2019/1/23 8:50,22.0732,2019/1/22 6:40,25.9009,,2018/1/11 15:40,20.6606,2018/1/23 3:40,22.6553,,2017/1/22 3:20,19.4055,2017/2/10 3:00,20.808,,,
2019/1/23 9:00,21.8199,2019/1/22 6:50,25.9228,,2018/1/11 15:50,23.0742,2018/1/23 3:50,22.688,,2017/1/22 3:30,19.1283,2017/2/10 3:10,20.8222,,,
2019/1/23 9:10,21.5797,2019/1/22 7:00,25.8736,,2018/1/11 15:50,20.6172,2018/1/23 4:00,22.5956,,2017/1/22 3:40,19.086,2017/2/10 3:20,20.8146,,,
2019/1/23 9:20,21.4631,2019/1/22 7:10,25.8722,,2018/1/11 16:00,22.8693,2018/1/23 4:10,22.7907,,2017/1/22 3:50,18.6615,2017/2/10 3:30,20.8708,,,
2019/1/23 9:30,21.7238,2019/1/22 7:20,25.8837,,2018/1/11 16:00,18.8236,2018/1/23 4:20,22.955,,2017/1/22 4:00,18.5555,2017/2/10 3:40,20.9529,,,
2019/1/23 9:40,21.632,2019/1/22 7:30,25.8479,,2018/1/11 16:10,22.9165,2018/1/23 4:30,23.0548,,2017/1/22 4:10,18.5577,2017/2/10 3:50,21.0305,,,
2019/1/23 9:50,21.6294,2019/1/22 7:40,25.7994,,2018/1/11 16:10,20.3645,2018/1/23 4:40,23.1584,,2017/1/22 4:20,18.7035,2017/2/10 4:00,21.1476,,,
2019/1/23 10:00,21.7969,2019/1/22 7:50,25.7693,,2018/1/11 16:20,22.8385,2018/1/23 4:50,23.2743,,2017/1/22 4:30,18.8071,2017/2/10 4:10,21.3149,,,
2019/1/23 10:10,21.8773,2019/1/22 8:00,25.7574,,2018/1/11 16:20,20.4194,2018/1/23 5:00,23.3665,,2017/1/22 4:40,19.0166,2017/2/10 4:20,21.504,,,
2019/1/23 10:20,21.7617,2019/1/22 8:10,25.7369,,2018/1/11 16:30,22.572,2018/1/23 5:10,23.4302,,2017/1/22 4:50,19.1285,2017/2/10 4:30,21.7051,,,
2019/1/23 10:30,21.8955,2019/1/22 8:20,25.6962,,2018/1/11 16:30,20.3521,2018/1/23 5:20,23.6112,,2017/1/22 5:00,19.3701,2017/2/10 4:40,21.8163,,,
2019/1/23 10:40,21.9456,2019/1/22 8:30,25.6516,,2018/1/11 16:40,22.5143,2018/1/23 5:30,23.8429,,2017/1/22 5:10,19.2747,2017/2/10 4:50,21.8083,,,
2019/1/23 10:50,21.9996,2019/1/22 8:40,25.6047,,2018/1/11 16:40,20.134,2018/1/23 5:40,24.0906,,2017/1/22 5:20,19.1429,2017/2/10 5:00,21.792,,,
2019/1/23 11:00,22.0807,2019/1/22 8:50,25.5455,,2018/1/11 16:50,22.4974,2018/1/23 5:50,24.3315,,2017/1/22 5:30,19.0348,2017/2/10 5:10,21.842,,,
2019/1/23 11:10,22.0715,2019/1/22 9:00,25.4919,,2018/1/11 16:50,19.856,2018/1/23 6:00,24.6299,,2017/1/22 5:40,18.9758,2017/2/10 5:20,21.873,,,
2019/1/23 11:20,22.0597,2019/1/22 9:10,25.4106,,2018/1/11 17:00,22.5282,2018/1/23 6:10,25.0293,,2017/1/22 5:50,18.8847,2017/2/10 5:30,21.8704,,,
2019/1/23 11:30,22.0626,2019/1/22 9:20,25.3481,,2018/1/11 17:00,18.6628,2018/1/23 6:20,24.9158,,2017/1/22 6:00,18.8253,2017/2/10 5:40,21.9344,,,
2019/1/23 11:40,22.0873,2019/1/22 9:30,25.3212,,2018/1/11 17:10,22.543,2018/1/23 6:30,24.8662,,2017/1/22 6:10,18.8523,2017/2/10 5:50,22.0033,,,
2019/1/23 11:50,22.0674,2019/1/22 9:40,25.3532,,2018/1/11 17:10,19.5631,2018/1/23 6:40,24.5771,,2017/1/22 6:20,18.894,2017/2/10 6:00,22.0896,,,
2019/1/23 12:00,22.0744,2019/1/22 9:50,25.3567,,2018/1/11 17:20,22.4351,2018/1/23 6:50,24.0224,,2017/1/22 6:30,18.8738,2017/2/10 6:10,22.2444,,,
2019/1/23 12:10,22.0328,2019/1/22 10:00,25.393,,2018/1/11 17:20,19.4164,2018/1/23 7:00,23.666,,2017/1/22 6:40,18.8619,2017/2/10 6:20,22.4386,,,
2019/1/23 12:20,22.0918,2019/1/22 10:10,25.4597,,2018/1/11 17:30,22.292,2018/1/23 7:10,23.5247,,2017/1/22 6:50,19.3059,2017/2/10 6:30,22.631,,,
2019/1/23 12:30,22.1452,2019/1/22 10:20,25.499,,2018/1/11 17:30,19.8044,2018/1/23 7:20,23.4517,,2017/1/22 7:00,19.2531,2017/2/10 6:40,22.7285,,,
2019/1/23 12:40,22.1794,2019/1/22 10:30,25.551,,2018/1/11 17:40,22.234,2018/1/23 7:30,23.3611,,2017/1/22 7:10,19.0912,2017/2/10 6:50,22.7286,,,
2019/1/23 12:50,22.1457,2019/1/22 10:40,25.5643,,2018/1/11 17:40,19.0498,2018/1/23 7:40,23.271,,2017/1/22 7:20,19.0359,2017/2/10 7:00,22.7062,,,
2019/1/23 13:00,22.1481,2019/1/22 10:50,25.392,,2018/1/11 17:50,22.3452,2018/1/23 7:50,23.2256,,2017/1/22 7:30,19.0339,2017/2/10 7:10,22.6969,,,
2019/1/23 13:10,22.0878,2019/1/22 11:00,25.208,,2018/1/11 17:50,18.957,2018/1/23 8:00,23.2706,,2017/1/22 7:40,19.0372,2017/2/10 7:20,22.6494,,,
2019/1/23 13:20,22.0499,2019/1/22 11:10,25.049,,2018/1/11 18:00,22.4718,2018/1/23 8:10,23.1172,,2017/1/22 7:50,19.0638,2017/2/10 7:30,22.6203,,,
2019/1/23 13:30,22.0291,2019/1/22 11:20,24.928,,2018/1/11 18:00,19.2185,2018/1/23 8:20,22.9574,,2017/1/22 8:00,19.1072,2017/2/10 7:40,22.6307,,,
2019/1/23 13:40,21.9926,2019/1/22 11:30,24.7839,,2018/1/11 18:10,22.3327,2018/1/23 8:30,22.8728,,2017/1/22 8:10,19.1466,2017/2/10 7:50,22.4715,,,
2019/1/23 13:50,21.9614,2019/1/22 11:40,24.5706,,2018/1/11 18:10,18.7668,2018/1/23 8:40,22.7138,,2017/1/22 8:20,19.2015,2017/2/10 8:00,22.1658,,,
2019/1/23 14:00,21.9244,2019/1/22 11:50,24.4172,,2018/1/11 18:20,22.0963,2018/1/23 8:50,22.6233,,2017/1/22 8:30,19.2455,2017/2/10 8:10,22.0663,,,
2019/1/23 14:10,21.8734,2019/1/22 12:00,24.0351,,2018/1/11 18:20,18.7257,2018/1/23 9:00,22.5942,,2017/1/22 8:40,19.2649,2017/2/10 8:20,22.1016,,,
2019/1/23 14:20,21.8552,2019/1/22 12:10,23.7179,,2018/1/11 18:30,21.968,2018/1/23 9:10,22.7332,,2017/1/22 8:50,19.2998,2017/2/10 8:30,22.1653,,,
2019/1/23 14:30,21.8007,2019/1/22 12:20,23.5282,,2018/1/11 18:30,18.6497,2018/1/23 9:20,22.8547,,2017/1/22 9:00,19.3161,2017/2/10 8:40,22.0843,,,
2019/1/23 14:40,21.7714,2019/1/22 12:30,23.4285,,2018/1/11 18:40,21.9531,2018/1/23 9:30,23.0786,,2017/1/22 9:10,19.3128,2017/2/10 8:50,21.9562,,,
2019/1/23 14:50,21.7293,2019/1/22 12:40,23.4003,,2018/1/11 18:40,18.6028,2018/1/23 9:40,23.1068,,2017/1/22 9:20,19.2762,2017/2/10 9:00,21.8552,,,
2019/1/23 15:00,21.6599,2019/1/22 12:50,23.3763,,2018/1/11 18:50,21.9852,2018/1/23 9:50,22.9861,,2017/1/22 9:30,19.2302,2017/2/10 9:10,21.6677,,,
2019/1/23 15:10,21.6163,2019/1/22 13:00,23.353,,2018/1/11 18:50,18.7176,2018/1/23 10:00,22.7183,,2017/1/22 9:40,19.2006,2017/2/10 9:20,21.5167,,,
2019/1/23 15:20,21.5689,2019/1/22 13:10,23.4099,,2018/1/11 19:00,21.9767,2018/1/23 10:10,22.5257,,2017/1/22 9:50,19.2383,2017/2/10 9:30,21.3804,,,
2019/1/23 15:30,21.518,2019/1/22 13:20,23.4552,,2018/1/11 19:00,19.8458,2018/1/23 10:20,22.3856,,2017/1/22 10:00,19.3101,2017/2/10 9:40,21.2822,,,
2019/1/23 15:40,21.432,2019/1/22 13:30,23.484,,2018/1/11 19:10,21.9385,2018/1/23 10:30,22.269,,2017/1/22 10:10,19.3108,2017/2/10 9:50,21.1662,,,
2019/1/23 15:50,21.3638,2019/1/22 13:40,23.4237,,2018/1/11 19:10,18.5594,2018/1/23 10:40,22.1524,,2017/1/22 10:20,19.3038,2017/2/10 10:00,21.1137,,,
2019/1/23 16:00,21.3464,2019/1/22 13:50,23.3765,,2018/1/11 19:20,21.9153,2018/1/23 10:50,22.0473,,2017/1/22 10:30,19.2762,2017/2/10 10:10,21.0771,,,
2019/1/23 16:10,21.4745,2019/1/22 14:00,23.3079,,2018/1/11 19:20,18.6869,2018/1/23 11:00,21.9374,,2017/1/22 10:40,19.1984,2017/2/10 10:20,21.1555,,,
2019/1/23 16:20,21.5254,2019/1/22 14:10,23.2514,,2018/1/11 19:30,21.7643,2018/1/23 11:10,21.8644,,2017/1/22 10:50,19.3907,2017/2/10 10:30,21.1792,,,
2019/1/23 16:30,21.566,2019/1/22 14:20,23.2344,,2018/1/11 19:30,18.8412,2018/1/23 11:20,21.7951,,2017/1/22 11:00,19.7408,2017/2/10 10:40,21.0182,,,
2019/1/23 16:40,21.508,2019/1/22 14:30,23.2332,,2018/1/11 19:40,21.7987,2018/1/23 11:30,21.7826,,2017/1/22 11:10,19.679,2017/2/10 10:50,20.6686,,,
2019/1/23 16:50,21.4846,2019/1/22 14:40,23.2399,,2018/1/11 19:40,18.9851,2018/1/23 11:40,21.8145,,2017/1/22 11:20,19.6118,2017/2/10 11:00,20.2577,,,
2019/1/23 17:00,21.3574,2019/1/22 14:50,23.2282,,2018/1/11 19:50,21.8065,2018/1/23 11:50,21.8551,,2017/1/22 11:30,19.5385,2017/2/10 11:10,20.1926,,,
2019/1/23 17:10,21.3536,2019/1/22 15:00,23.2074,,2018/1/11 19:50,19.1548,2018/1/23 12:00,21.8949,,2017/1/22 11:40,19.3944,2017/2/10 11:20,20.2485,,,
2019/1/23 17:20,21.3833,2019/1/22 15:10,23.1966,,2018/1/11 20:00,21.8476,2018/1/23 12:10,21.9714,,2017/1/22 11:50,19.3228,2017/2/10 11:30,20.1728,,,
2019/1/23 17:30,21.3665,2019/1/22 15:20,23.1669,,2018/1/11 20:00,20.0408,2018/1/23 12:20,22.0637,,2017/1/22 12:00,19.2682,2017/2/10 11:40,20.0597,,,
2019/1/23 17:40,21.2844,2019/1/22 15:30,23.117,,2018/1/11 20:10,21.856,2018/1/23 12:30,22.1357,,2017/1/22 12:10,19.2484,2017/2/10 11:50,20.0666,,,
2019/1/23 17:50,21.2243,2019/1/22 15:40,23.0394,,2018/1/11 20:10,19.324,2018/1/23 12:40,22.184,,2017/1/22 12:20,19.2225,2017/2/10 12:00,20.1011,,,
2019/1/23 18:00,21.2182,2019/1/22 15:50,22.8848,,2018/1/11 20:20,21.8014,2018/1/23 12:50,22.1586,,2017/1/22 12:30,19.2513,2017/2/10 12:10,20.1134,,,
2019/1/23 18:10,21.1478,2019/1/22 16:00,22.7475,,2018/1/11 20:20,19.6303,2018/1/23 13:00,22.1185,,2017/1/22 12:40,19.3259,2017/2/10 12:20,20.1074,,,
2019/1/23 18:20,21.0891,2019/1/22 16:10,22.6315,,2018/1/11 20:30,21.7166,2018/1/23 13:10,22.3834,,2017/1/22 12:50,19.5602,2017/2/10 12:30,20.0843,,,
2019/1/23 18:30,21.0442,2019/1/22 16:20,22.4948,,2018/1/11 20:30,19.7344,2018/1/23 13:20,22.4803,,2017/1/22 13:00,19.5792,2017/2/10 12:40,20.0691,,,
2019/1/23 18:40,21.0156,2019/1/22 16:30,22.3652,,2018/1/11 20:40,21.6227,2018/1/23 13:30,22.3466,,2017/1/22 13:10,19.5435,2017/2/10 12:50,20.0481,,,
2019/1/23 18:50,20.9785,2019/1/22 16:40,22.3357,,2018/1/11 20:40,19.7525,2018/1/23 13:40,22.1411,,2017/1/22 13:20,19.4717,2017/2/10 13:00,20.0276,,,
2019/1/23 19:00,20.9554,2019/1/22 16:50,22.231,,2018/1/11 20:50,21.6308,2018/1/23 13:50,22.0174,,2017/1/22 13:30,19.3585,2017/2/10 13:10,20.0012,,,
2019/1/23 19:10,20.9066,2019/1/22 17:00,22.2312,,2018/1/11 20:50,19.7915,2018/1/23 14:00,21.9317,,2017/1/22 13:40,19.2859,2017/2/10 13:20,19.9709,,,
2019/1/23 19:20,20.8369,2019/1/22 17:10,22.2611,,2018/1/11 21:00,21.6109,2018/1/23 14:10,21.8916,,2017/1/22 13:50,19.2368,2017/2/10 13:30,19.9394,,,
2019/1/23 19:30,20.7935,2019/1/22 17:20,22.3665,,2018/1/11 21:00,20.2907,2018/1/23 14:20,21.9025,,2017/1/22 14:00,19.2087,2017/2/10 13:40,19.895,,,
2019/1/23 19:40,20.7706,2019/1/22 17:30,22.3435,,2018/1/11 21:10,21.6344,2018/1/23 14:30,21.9127,,2017/1/22 14:10,19.2138,2017/2/10 13:50,19.8339,,,
2019/1/23 19:50,20.7534,2019/1/22 17:40,22.3268,,2018/1/11 21:10,19.9081,2018/1/23 14:40,21.8634,,2017/1/22 14:20,19.2511,2017/2/10 14:00,19.7946,,,
2019/1/23 20:00,20.7256,2019/1/22 17:50,22.2941,,2018/1/11 21:20,21.6185,2018/1/23 14:50,21.8333,,2017/1/22 14:30,19.2539,2017/2/10 14:10,19.7624,,,
2019/1/23 20:10,20.6999,2019/1/22 18:00,22.3105,,2018/1/11 21:20,19.9337,2018/1/23 15:00,21.8729,,2017/1/22 14:40,19.2214,2017/2/10 14:20,19.7458,,,
2019/1/23 20:20,20.6611,2019/1/22 18:10,22.2867,,2018/1/11 21:30,21.6532,2018/1/23 15:10,21.9399,,2017/1/22 14:50,19.3322,2017/2/10 14:30,19.7459,,,
2019/1/23 20:30,20.6249,2019/1/22 18:20,22.2548,,2018/1/11 21:30,19.9532,2018/1/23 15:20,22.0613,,2017/1/22 15:00,19.3967,2017/2/10 14:40,19.7331,,,
2019/1/23 20:40,20.9628,2019/1/22 18:30,22.2066,,2018/1/11 21:40,21.7118,2018/1/23 15:30,22.185,,2017/1/22 15:10,19.4221,2017/2/10 14:50,19.6674,,,
2019/1/23 20:50,21.2231,2019/1/22 18:40,22.1376,,2018/1/11 21:40,19.9649,2018/1/23 15:40,22.2517,,2017/1/22 15:20,19.3984,2017/2/10 15:00,19.5957,,,
2019/1/23 21:00,21.2544,2019/1/22 18:50,22.0786,,2018/1/11 21:50,21.7734,2018/1/23 15:50,22.2863,,2017/1/22 15:30,19.3491,2017/2/10 15:10,19.5775,,,
2019/1/23 21:10,21.2433,2019/1/22 19:00,22.0147,,2018/1/11 21:50,19.9932,2018/1/23 16:00,22.3049,,2017/1/22 15:40,19.2538,2017/2/10 15:20,19.6822,,,
2019/1/23 21:20,21.2832,2019/1/22 19:10,21.9476,,2018/1/11 22:00,21.8112,2018/1/23 16:10,22.3069,,2017/1/22 15:50,19.1273,2017/2/10 15:30,19.804,,,
2019/1/23 21:30,21.2979,2019/1/22 19:20,21.881,,2018/1/11 22:00,20.4737,2018/1/23 16:20,22.3054,,2017/1/22 16:00,19.0649,2017/2/10 15:40,19.9421,,,
2019/1/23 21:40,21.3235,2019/1/22 19:30,21.787,,2018/1/11 22:10,21.9043,2018/1/23 16:30,22.3148,,2017/1/22 16:10,19.0769,2017/2/10 15:50,20.0062,,,
2019/1/23 21:50,21.3356,2019/1/22 19:40,21.6896,,2018/1/11 22:10,20.0984,2018/1/23 16:40,22.3362,,2017/1/22 16:20,19.102,2017/2/10 16:00,20.0015,,,
2019/1/23 22:00,21.3629,2019/1/22 19:50,21.6553,,2018/1/11 22:20,21.9666,2018/1/23 16:50,22.353,,2017/1/22 16:30,19.11,2017/2/10 16:10,19.9735,,,
